"image","xmin","ymin","xmax","ymax","label"
"Screen Shot 2021-07-25 at 2.38.32 PM.png",289.58832505170034,591.727686808118,338.9238307844839,706.7181914494926,"fire"
"Screen Shot 2021-07-25 at 2.38.32 PM.png",1093.4609180857672,495.89807714483396,1145.8574939470145,578.1753596344557,"fire"
"Screen Shot 2021-07-25 at 2.38.32 PM.png",1086.4761723537072,672.2294093058118,1156.093529528782,730.5045152502306,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",13.285162765735635,432.89277395098884,141.50762527233115,593.7005710930031,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",406.6256340209695,294.42932455671905,493.26709782220183,367.66095495862214,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",182.95587796479268,457.73370839806404,334.99188618047043,670.5434229542602,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",1088.4071848086023,547.3950241993307,1339.2232658037174,651.5292805367171,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",1342.597305198121,472.05441231663775,1410.310539428445,614.9371335556584,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",1072.2406168087896,328.6398246575496,1188.653988374864,399.9038730132648,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",1029.802730385774,407.78011238871295,1262.460583788637,507.1164522772765,"fire"
"Screen Shot 2021-07-25 at 2.38.38 PM.png",433.030637254902,446.7603334970273,651.2456493502349,551.5506850875358,"fire"
"Screen Shot 2021-07-25 at 2.41.00 PM.png",957.2657121930803,0,1269.165776240361,245.25290262341224,"fire"
"Screen Shot 2021-07-25 at 2.40.57 PM.png",378.4547692501184,3.6284521178562112,786.5327259410511,332.11757193228897,"fire"
"Screen Shot 2021-07-25 at 2.40.57 PM.png",0,212.2417218998728,105.97599191376658,442.058928105428,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",528.562271417356,562.7206303019381,761.5256630891289,745.9974166149746,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",768.0185201142089,511.25620567747455,990.2272728481583,735.6810344646929,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",1090.1190817174308,504.7562562344924,1216.3026721430758,705.544172950057,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",1339.3512207563147,412.8491479439797,1460.3813460605597,495.5332023391396,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",1259.874869419339,648.1768563070011,1381.3554549206835,724.394900604379,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",1303.0083986502586,573.7590216771728,1371.897952676079,626.9364254669059,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",797.2479232089971,340.6519582854832,1324.5721169598482,527.0226278018542,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",943.5526587126822,86.8656665982095,1148.5784775145953,216.26214612707048,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",573.5510009233728,277.3728104620021,698.1805822833691,355.61788337936736,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",428.7758057704419,453.9017083818821,564.6096018539795,591.3655358834328,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",222.1982380652999,623.0258859789934,346.88068757233793,724.82732027897,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",624.558936025582,452.96913769112126,746.7578601047624,565.7172141668623,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",1257.3299265344158,162.51970872346936,1373.8491607200606,278.8805818353088,"fire"
"Screen Shot 2021-07-25 at 2.40.38 PM.png",358.35474603524136,587.3315180831713,498.5806273084321,710.2264273320145,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",251.283538025695,306.6968914726853,501.76313643022013,644.1902499854787,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",496.719288747548,300.9545904109912,690.4803520962273,494.0960106831944,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",355.3547068674327,213.91564930061423,571.697453486455,291.70094747436974,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",407.2119502608394,24.789791575151746,556.671191591205,152.5968587088319,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",126.70268269328328,79.56413847629022,317.8462355312331,237.73319434410575,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",58.12924630301339,413.42787187427393,232.51698521205356,702.0631539156889,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",0,600.4750697479815,43.4582614650974,736.4128504189416,"fire"
"Screen Shot 2021-07-25 at 2.40.54 PM.png",802.0325711072782,298.22786772206814,847.5471870455391,411.908345729445,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",0,460.4343512841256,113.80272499513833,579.4795120070341,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",930.2753170393246,565.7263116027157,1382,756.6703869583862,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",260.8743161288175,447.22698084982557,456.1144736814293,565.1488300619089,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",111.05786198867864,324.0091032471604,233.33480834960938,442.03904211741093,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",786.5074115439411,357.4136876180163,971.7327171424766,512.4562618917205,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",575.9817684553402,464.0977697618773,697.196664256967,523.0627306273063,"fire"
"Screen Shot 2021-07-25 at 2.41.06 PM.png",742.5350129098604,546.875201573671,828.456491577677,588.3581880801718,"fire"
"Screen Shot 2021-07-25 at 2.41.19 PM.png",280.20244304442303,500.7886131858204,401.45686875380477,593.6325524544483,"fire"
"Screen Shot 2021-07-25 at 2.41.19 PM.png",491.54984273538963,521.3137012195898,574.3505826347318,583.6060631966358,"fire"
"Screen Shot 2021-07-25 at 2.41.19 PM.png",538.694794625947,516.5188103591969,820.1564994250541,719.354544276135,"fire"
"Screen Shot 2021-07-25 at 2.41.19 PM.png",962.5693313136245,573.577745667498,1185.2500036991003,736.6823181748779,"fire"
"Screen Shot 2021-07-25 at 2.41.19 PM.png",1181.9232724672788,598.8957300838507,1234.1903633679146,645.5294467789341,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",290.34415584415586,328.18021382371046,509.4909176516842,528.1046328609938,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",770.6012895592363,465.23049895404137,874.9317127574574,648.0965245913153,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",997.2138093230012,299.15875860762924,1066.7019305869098,378.38528787273253,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",1204.3126722723891,502.63455586890655,1426.9936031985594,668.4433010571624,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",1312.2400150711917,72.90061260902718,1422.4079761587695,238.07768552597256,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",536.4791446041751,303.5952232047303,609.9929804285883,433.8856859599074,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",464.174127091577,713.5067834723486,543.1106503969663,791.0466597047571,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",573.2103522494758,722.222738187607,638.9036187506342,788.3829324800674,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",326.5668715439833,160.75918976248127,513.2913889699167,255.39258993488468,"fire"
"Screen Shot 2021-07-25 at 2.41.09 PM.png",616.593788840554,8.791635382665346,915.0075791924546,135.3110572605917,"fire"
"Screen Shot 2021-07-25 at 2.41.23 PM.png",317.69581584187296,382.11336310891545,854.6253551136363,624.1805678423714,"fire"
"Screen Shot 2021-07-25 at 2.41.23 PM.png",998.5454608867694,474.7669103285846,1085.8150333553165,618.4761173023898,"fire"
"Screen Shot 2021-07-25 at 2.41.23 PM.png",1093.0838646826805,479.4208826401654,1233.5199133142248,580.0639504825367,"fire"
"Screen Shot 2021-07-25 at 2.41.23 PM.png",1291.5530514407467,404.8402480181526,1416.0122561764406,452.53593319163605,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",8.716452858664773,309.42571271929825,209.30533114346593,454.9820106907895,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",244.29129305752843,446.99545698556284,458.46196954900574,603.0370237116227,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",815.9354137073865,598.3776926854897,1005.4978138316762,828.9498669362207,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1130.9443026455967,390.94086942616957,1512.0000000000002,522.1276070221126,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1354.2123579545457,181.75438596491227,1512,361.3007841054459,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1428.0185102982955,569.9914622167397,1512,738.7784545184575,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1216.9875266335227,677.87994563231,1278.8623268821023,745.1246830455044,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1269.2251198508523,806.0060021472952,1352.4783158735795,839.9999999999999,"fire"
"Screen Shot 2021-07-25 at 2.42.19 PM.png",1342.1801313920455,568.763791803728,1369.610595703125,594.2539433707967,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",254.4332830255682,447.31508008171534,693.8815511067708,784.4429850858801,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",737.7668715968276,677.5578335032744,922.7861161665483,765.2414066090304,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",1060.1745679450758,651.7435051413144,1129.593047170928,774.8972688562731,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",1166.61982495857,753.5558660170611,1222.042628432765,789.0602336210363,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",1178.3869591915247,653.477466358858,1309.6766024502842,727.9257489372702,"fire"
"Screen Shot 2021-07-25 at 2.41.33 PM.png",1276.198271780303,441.95305409150967,1371.038437352036,672.39112405216,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",474.56108588676943,605.9393995098039,912.5847773035882,770.9711933210784,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",1049.366990390794,674.2303232230392,1094.175226384943,777.4248927696078,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",1115.2130732020257,639.0690870098039,1335.1103156283818,781.7477711397058,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",1319.755603080188,534.004771752451,1466.9399451053503,632.0056142769608,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",1253.4549930456913,430.4695695465686,1468.5582333519344,487.7720779718137,"fire"
"Screen Shot 2021-07-25 at 2.41.50 PM.png",334.0261095715807,787.3991268382352,412.03037225632437,827.2626072303921,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",388.35292376893943,470.4403266906737,618.7847123579546,748.8198771322926,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",754.4778645833334,551.4467012959142,945.6127485795455,605.61230960969,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",1108.481963186553,566.1959873322518,1405.786103219697,763.8382437921339,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",1418.6482303503788,360.37179417763986,1568,530.2300515943957,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",1527.2267400568182,564.4954019361926,1568,733.3532845281785,"fire"
"Screen Shot 2021-07-25 at 2.41.54 PM.png",1418.2931758996212,558.2720447663338,1485.406338778409,619.0929690945533,"fire"
"Screen Shot 2021-07-25 at 2.42.04 PM.png",1011.4804957005886,287.96319967602926,1165.5107094240395,358.8570246620784,"fire"
"Screen Shot 2021-07-25 at 2.42.04 PM.png",1150.0431336241884,899.5988110739088,1246.322257434135,940.0000000000001,"fire"
"Screen Shot 2021-07-25 at 2.42.04 PM.png",676.0781915838069,642.322496202257,730.5958255916447,717.7386377728175,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",32.413297314664504,243.32672877565642,184.27904533617425,350.34356870030507,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",305.75781408532873,288.54750413161054,463.60707204579273,420.5911301832932,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",255.3073593073593,90.4846548949473,354.6389244707116,190.13683359721708,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",553.2189127604166,13.286601591392381,971.6938011532737,355.16390359190086,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",1448.6996584145022,365.8960502669656,1531.2296634030033,473.99703347471336,"fire"
"Screen Shot 2021-07-25 at 2.42.32 PM.png",1530.6323939732142,783.4202960313424,1548.4616963440205,844.9755310419748,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",2.433099127435065,303.973483845339,473.6164772727273,605.5074635306321,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",875.6168672635959,612.6639618092337,1030.9257622260552,841.9999999999999,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1191.3468730976056,645.1368727746881,1300.2189687753653,726.2761786796727,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1307.228344409497,576.2300262163811,1392.6324447037339,632.5818367650952,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1286.1307832792209,384.56006388116464,1348.586581143466,480.0693713401895,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1240.937417562906,221.09746119037635,1464,381.8728444589733,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1351.7960284344563,812.0870876276335,1427.1325525060877,842,"fire"
"Screen Shot 2021-07-25 at 2.42.25 PM.png",1456.88134765625,573.7444535020156,1464,610.9604899088541,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",605.1183923498377,300.2631219660194,702.4470738002233,396.78760571526095,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",744.2240529246144,161.93051378564928,1026.283363243202,386.65242742149576,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",410.39226581523945,86.06046415162318,544.6485048764712,150.73044054346178,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",760.8858579164976,36.4066409805446,829.2437466708096,103.10626374772451,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",1456.1603100268871,398.95514449332524,1500,436.0939998293386,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",95.77922077922078,266.00462516118023,166.20279287363027,368.35477188258494,"fire"
"Screen Shot 2021-07-25 at 2.42.39 PM.png",105.52166034648944,73.10160018772756,376.3180026760349,175.30654747231495,"fire"
"Screen Shot 2021-07-25 at 2.44.04 PM.png",836.2123159433339,535.3529667369106,1006.4510605056564,714.4609691954495,"fire"
"Screen Shot 2021-07-25 at 2.43.57 PM.png",880.1760504916633,550.50390625,1235.0819533046706,758.556640625,"fire"
"Screen Shot 2021-07-25 at 2.43.57 PM.png",1053.4707522701908,321.86118164062503,1304.3276660473316,620.8794921875001,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",432.96986607142856,470.0029724850598,642.9693973425663,591.4578570483691,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",429.4026259385146,279.2010833618651,561.7478349693926,427.3077162784409,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",96.87445887445887,576.3989124070126,229.12347544220086,645.0119521912351,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",1.646876743861607,520.7582917840358,144.91549008852476,642.8363623144143,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",891.072616511093,562.3491582984468,1088.713622518432,618.4336885855017,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",1309.6030231162067,570.5753896036946,1336,631.3586185044976,"fire"
"Screen Shot 2021-07-25 at 2.47.00 PM.png",992.9960324506222,333.5186695843579,1042.5866889458198,371.6559295046377,"fire"
"Screen Shot 2021-07-25 at 2.45.18 PM.png",753.541331105418,615.0330226143716,1208.1370144138089,744.6257509242145,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",249.30086580086578,236.0199695497047,443.6356013574641,397.29027034729484,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",475.9793479225852,367.19861068124845,644.5739275779558,489.4095893919937,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",1.6705050117525702,498.81547342135207,78.87504174698998,621.8499431459923,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",2.344916009283685,743.1629811684916,44.786956258666464,849.9999999999999,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",189.61181614202854,752.3514394685039,321.21535085702874,838.515754759781,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",646.8374526779372,315.04722655288816,924.6107375900466,551.4536399540939,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",948.8823849896847,411.15266694797305,1153.7346233681683,524.363558311162,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",1288.2612354889575,383.2984804168461,1455.0597005736774,499.3605185681441,"fire"
"Screen Shot 2021-07-25 at 2.46.57 PM.png",1503.4306141246448,470.628765436608,1545.9999999999998,540.1706845741572,"fire"
